Id,name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
7477,Nandini Deluxe,No,No,2.8,55,Brookefield,Casual Dining,NA,"North Indian, Chinese",600,Delivery
7478,Sorse,Yes,Yes,4,956,Whitefield,Casual Dining,"Fish, Prawn Malai Curry, Mishti Doi, Dhokar Dalna, Biryani, Mutton Kosha, Malpua","Bengali, Seafood",750,Delivery
7479,Nizams Biryani House,Yes,No,3.9,756,Marathahalli,Casual Dining,"Hyderabadi Biryani, Tikka, Chicken Biryani, Chicken Lollipop, Paneer Kulcha","North Indian, Biryani",1000,Delivery
7480,Cake Menu,Yes,No,3.5,25,Marathahalli,Bakery,NA,Bakery,400,Delivery
7482,Le Charcoal,Yes,Yes,3.9,328,Brookefield,Casual Dining,"Gajar Ka Halwa, Tandoori Chicken, Gulab Jamun, Mutton Seekh Kebab, Al Faham Chicken, Mutton Biryani, Fish","Arabian, Lebanese, Mughlai, North Indian, BBQ",600,Delivery
7483,Galitos,Yes,Yes,4.6,586,Whitefield,Casual Dining,"Garlic Bread, Peri Peri Chicken, Burgers, Chicken Grill, Peri Fries, Mocktails, Paneer Burger","African, Burger",1000,Delivery
7484,Delhi Walle,Yes,No,3.9,631,Marathahalli,Quick Bites,"Chole Bhature, Deluxe Thali, Lassi, Chaat, Aloo Paratha, Soya Chaap Biryani, Dahipuri","North Indian, Street Food",300,Delivery
7486,Delhi Kitchen,Yes,No,2.9,142,"ITPL Main Road, Whitefield","Takeaway, Delivery",Paratha,North Indian,400,Delivery
7487,Nandighosha,Yes,No,3.6,535,Marathahalli,Quick Bites,"Fish Curry, Dal Makhani, Khichda, Chicken Handi","Bengali, Seafood, Oriya, North Indian, Biryani",400,Delivery
7488,Coastal Hub,Yes,Yes,4,364,Whitefield,Casual Dining,"Kerala Parotta, Appam, Ghee Rice, Sea Food, Paratha, Chicken Dum Biryani, Beef Fry","Kerala, Seafood, Chinese",700,Delivery
7489,Shyams Lunch Box,Yes,No,3.2,9,Whitefield,Quick Bites,NA,"Biryani, South Indian, Chinese, North Indian, Arabian, Hyderabadi",300,Delivery
7490,Andhra Biryanis,Yes,No,4,108,Whitefield,Casual Dining,Biryani,"Andhra, Biryani, North Indian",700,Delivery
7491,Raj Donne Biriyani,Yes,No,3.5,15,Marathahalli,Quick Bites,NA,"South Indian, Biryani",450,Delivery
7492,Suryawanshi,Yes,No,4.1,926,Whitefield,Casual Dining,"Misal Pav, Mutton Fry, Malwani Food, Mutton Thali, Chicken Fry, Sabudana Vada, Chicken Handi","Maharashtrian, Seafood",700,Delivery
7493,9D Foods,Yes,No,4,458,Marathahalli,Quick Bites,"Kheer, Paneer Chatpata, Mango Lassi, Thali, Paratha, Gulab Jamun, Buttermilk","North Indian, Street Food",400,Delivery
7494,Behrouz Biryani,Yes,No,3.9,167,Whitefield,Delivery,"Raita, Gulab Jamun, Basmati Rice, Gosht Dum Biryani",Biryani,650,Delivery
7495,Estaa Sweets,Yes,No,3.3,5,Whitefield,Sweet Shop,NA,Mithai,300,Delivery
7496,The Fat Chef,Yes,Yes,4.1,1739,Whitefield,Casual Dining,"Caesar Salad, Khao Suey, Beef Steak, Veggie Pizza, Pasta, Peri Peri Chicken Pizza, Mousse","Japanese, Italian, American, Asian, North Indian, Steak",1400,Delivery
7498,New Paratha Corner,Yes,No,3.9,175,Whitefield,Quick Bites,"Rice, Paratha, Thali",North Indian,350,Delivery
7499,The Egg Factory,Yes,No,4,738,Whitefield,Casual Dining,"French Toast, Pasta, Egg Pav Bhaji, Khau Suey, Shakshouka, Chicken Burger, Omelette","Continental, American",750,Delivery
7500,Daily Sushi,Yes,No,3.8,56,Whitefield,Casual Dining,"Sushi, Ramen, Noodles","Korean, Sushi",900,Delivery
7501,AKS Family Dhaba And Restaurant,Yes,No,3.6,41,Marathahalli,Quick Bites,NA,"North Indian, Mughlai, South Indian",500,Delivery
7502,Punjabi Kitchen,Yes,No,3.6,202,Whitefield,Quick Bites,"Butter Naan, Paratha, Kulcha, Butter Chicken, Shawarma, Roti, Thali","Chinese, North Indian",400,Delivery
7504,Boondock Bistro,Yes,Yes,4,1623,Whitefield,"Casual Dining, Cafe","Burgers, Steak, Baconator Burger, Chicken Bbq Wings, Cream Soup, Sandwiches, Pasta","Steak, Continental, American, Italian, Salad, Cafe",900,Delivery
7505,UBQ by Barbeque Nation,Yes,No,3.5,10,Whitefield,Delivery,NA,"North Indian, BBQ, Biryani, Kebab",450,Delivery
7507,Healthie,Yes,No,3.9,118,Whitefield,Delivery,"Sandwiches, Rice Bowl, Chicken Grill","Healthy Food, Beverages",600,Delivery
7508,Omleterian,Yes,No,3.3,4,Whitefield,Delivery,NA,"American, Continental",200,Delivery
7509,Cakesta,Yes,No,4.1,119,"ITPL Main Road, Whitefield",Bakery,"Eggless Cake, Choco Mocha, Choco Almond, Blueberry Cake, Chocolate Cake, Choco Strawberry","Bakery, Desserts",500,Delivery
7510,Manis Dum Biryani,Yes,No,3.9,279,Marathahalli,Casual Dining,"Raita, Dum Biryani, Chicken Kebab Biryani","Biryani, Kebab",750,Delivery
7511,Kshatriyas Kitchen,Yes,No,3.7,54,Whitefield,Quick Bites,NA,"Andhra, South Indian",300,Delivery
7513,Biryani Paradise,Yes,No,3.8,131,Whitefield,Casual Dining,NA,"Andhra, Biryani",700,Delivery
7514,Bangaliana,Yes,No,3.6,124,Marathahalli,Quick Bites,"Rasgulla, Mutton Kosha, Luchi, Fish Cutlet, Aloo Posto, Alur Dom, Thali",Bengali,600,Delivery
7515,Litti House,Yes,No,3.9,195,Brookefield,Quick Bites,"Liti Chokha, Litti, Sattu Paratha, Dal Bati, Thali, Roti","North Indian, Bihari, Rajasthani",300,Delivery
7516,Kallas Restaurant,Yes,No,3.6,19,Marathahalli,Quick Bites,NA,"North Indian, Juices",200,Delivery
7518,Sherlocks Pub,Yes,Yes,3.5,261,Brookefield,"Pub, Casual Dining","Pasta, Beer, Pepper Chicken, Onion Rings, Mocktails, Supreme Pizza, Fish Finger","Continental, North Indian, Chinese",1500,Delivery
7519,Leon Grill,Yes,No,4,652,Marathahalli,Quick Bites,"Burgers, Fries, Chicken Jumbo Burger, Salads, Jumbo Royale Burger, Peri Peri Wrap, Peri Peri Chicken Burger","Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",450,Delivery
7520,Koylas,Yes,No,3,9,Brookefield,Quick Bites,NA,"Kebab, Mughlai, Biryani",400,Delivery
7521,Green Hyderabad Biryani House,Yes,No,3.8,424,Whitefield,Casual Dining,"Lassi, Hyderabadi Biryani, Tandoori Chicken, Lemon Chicken, Chicken Dum Biryani, Prawn Biryani, Chicken Boneless Biryani","Biryani, Hyderabadi, Andhra, North Indian",800,Delivery
7522,Cafesta,Yes,No,4.3,559,Whitefield,Cafe,"Burgers, Waffles, Coffee, Chocolava, Pasta, Chocolate Cake, Brownie","Cafe, Italian, Fast Food, Desserts",550,Delivery
7523,Nagas,Yes,No,3.5,94,Whitefield,Food Court,"Biryani, Chilli Chicken","Andhra, South Indian, Hyderabadi",500,Delivery
7524,YumYumDilli,Yes,No,3.3,34,Whitefield,Delivery,NA,North Indian,500,Delivery
7525,Slurpy Shakes,Yes,No,3.5,8,Whitefield,Beverage Shop,NA,Beverages,300,Delivery
7526,Lassi Shop,Yes,No,3.7,11,Marathahalli,Beverage Shop,NA,"Beverages, Ice Cream",200,Delivery
7527,Taste Of India Family Restaurant,Yes,No,3.4,226,Whitefield,Quick Bites,"Mutton Biryani, Roti",North Indian,400,Delivery
7528,Hyderabad Biryaani House,Yes,No,3.5,374,Whitefield,Casual Dining,"Chicken Biryani, Mutton Biryani, Hyderabadi Biryani, Vegetable Biryani","Biryani, North Indian, Chinese",550,Delivery
7529,Chefactory Gold by Flechazo,Yes,No,3.7,353,Whitefield,Casual Dining,"Chicken Tikka Biryani, Hyderabadi Chicken Dum Biryani, Raita, Paneer Tikka, Sandwich, Chicken Malai Tikka, Grilled Mushrooms","North Indian, Biryani",700,Delivery
7530,R R Noodles Express,Yes,No,3.6,56,Marathahalli,"Takeaway, Delivery",NA,Chinese,300,Delivery
7531,Biryani Feast,Yes,No,2.9,132,Marathahalli,Delivery,NA,"Biryani, North Indian, Chinese",600,Delivery
7532,Chulha Chauki Da Dhaba,Yes,No,4.1,295,Marathahalli,Casual Dining,"Jal-jeera, Stuffed Kulcha, Punjabi Chicken Masala, Tandoori Chicken, Egg Curry, Sweet Lassi, Dal Makhani",North Indian,1000,Delivery
7533,RoadHouse Grill,Yes,No,3.8,99,Whitefield,Quick Bites,"Burgers, Chicken Roll, Rolls, Fries, Wings, Tandoori Momos, Chicken Grill","North Indian, Fast Food, Burger, BBQ",450,NA
7535,Chai Point,Yes,No,3.8,90,Whitefield,"Beverage Shop, Quick Bites","Banana Cake, Chai, Lemon Tea, Ginger Tea, Masala Tea","Tea, Beverages, Fast Food",250,Delivery
7536,eatfit,Yes,No,4.4,1034,Whitefield,Delivery,"Hyderabadi Chicken, Murgh Khurchan, Rajma, Brownie Chocolate, Cabbage Salad, Raita, Chicken Curry","Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500,NA
7538,You Mee,Yes,No,4.7,231,Whitefield,Casual Dining,"Ramen, Sushi Bar, Pork Dumplings, Prawn, Maki Roll, Japanese Green Tea, Thai Red Curry","Sushi, Japanese, Chinese, Thai",2000,NA
7540,Melting Melodies,Yes,No,0,0,Whitefield,Bakery,NA,"Bakery, Desserts",600,Delivery
7541,Special Biryani House,Yes,No,3.2,202,Whitefield,NA,NA,"North Indian, Biryani, Chinese",400,Delivery
7542,Akshara,Yes,No,4,136,Marathahalli,Casual Dining,"Fry Prawns, Biryani, Andhra Thali, Neer Dosa, Kokum Juice, Masala Prawn, Brinjal Curry","South Indian, Kerala, Andhra",1000,Delivery
7543,Spellbound,Yes,No,3.3,4,Whitefield,Quick Bites,NA,"Street Food, Burger, Beverages, Fast Food, Sandwich, Finger Food",400,Delivery
7544,Sri Rajalakshmi Sweets,Yes,No,3.6,22,Marathahalli,Sweet Shop,NA,"Mithai, Street Food",300,Delivery
7546,Just Shawarma,Yes,No,3.8,197,Brookefield,Quick Bites,"French Fries, Whole Meat Shawarma, Chicken Shawarama",Arabian,300,Delivery
7547,Namma Madurai,Yes,No,3.6,20,"Varthur Main Road, Whitefield",Quick Bites,NA,South Indian,200,Delivery
7548,Just Bake,Yes,No,3.7,81,Brookefield,Bakery,NA,"Bakery, Desserts",400,Delivery
7549,BIBBreakfast in the Box,Yes,No,3.7,61,Whitefield,Delivery,"French Fries, Burgers, English Breakfast, Pancakes, Corn Sandwich, Chicken Burger, Bacon Fry","American, Sandwich",600,Delivery
7550,Cupcake Bliss,Yes,No,3.2,6,Brookefield,Bakery,NA,Bakery,250,Delivery
7552,Nagas,Yes,No,3,9,"Varthur Main Road, Whitefield","Takeaway, Delivery",NA,"Andhra, Hyderabadi, North Indian",300,Delivery
7553,Estaa Sweets,Yes,No,3.3,5,Marathahalli,Sweet Shop,NA,"Mithai, Desserts",300,Delivery
7555,nutree,Yes,No,4.3,170,Whitefield,"Quick Bites, Beverage Shop","Healthy Breakfast, Kadhi, Sprout Salad, Rajma Chawal, Salads, Onion Paratha, Dal Makhani","North Indian, Healthy Food, Beverages",400,NA
7558,Dil Se Dilli,Yes,No,3.8,281,Whitefield,Casual Dining,"Murgh Kalimirch, Panneer Butter Masala, Rolls, Butter Naan, Butter Chicken, Malai Tikka, Phirni","North Indian, Mughlai",700,Delivery
7559,Rajdhani Thali Restaurant,Yes,Yes,3.8,741,Whitefield,Casual Dining,"Veg Thali, Aamras, Samosa, Buttermilk, Dal Bati Churma, Rajdhani Thali, Dhokla",North Indian,900,Delivery
7560,Barkaas,Yes,Yes,4.3,176,Marathahalli,Casual Dining,"Fish, Falafel, Mutton Shorba, Biryani, Pita Bread, Chicken Steak, Kunafa","Arabian, Biryani, Desserts, Beverages, Salad",1000,Delivery
7561,Khan Saheb Grills and Rolls,Yes,No,3.8,303,Whitefield,Quick Bites,"Rolls, Chicken Tikka Roll, Chicken Bhuna Roll, Biryani, Lassi, Paneer Bhurji Roll, Beda Roti","Fast Food, Rolls",350,Delivery
7562,Simhapuri Kitchen,Yes,Yes,4,510,Brookefield,Casual Dining,"Hyderabadi Biryani, Gongura Biryani, Butter Naan, Vegetarian, Mutton Biryani, Ghee Karam Dosa, Tandoori Chicken","Andhra, Biryani, Chinese, South Indian",800,Delivery
7563,Bobacha,Yes,No,4.1,74,Whitefield,Beverage Shop,"Waffles, Fruit Tea, Pearl Milk Tea","Beverages, Bubble Tea, Tea",300,Delivery
7564,Punjab Grill,Yes,No,4.9,518,Whitefield,Casual Dining,"Kadai Paneer, Kulfi, Kadhai Paneer, Dahi Kebab, Butter Chicken, Murgh Lababdar, Lunch Buffet",North Indian,2000,Delivery
7565,Biryani Kitchen,Yes,No,4.3,627,Whitefield,Food Court,"Chicken Boneless Biryani, Hyderabadi Dum Biryani, Raita, Mutton Biryani, Prawn Biryani, Vegetable Biryani, Hyderabadi Chicken Biryani",Biryani,450,Delivery
7566,Palak Ande Ka Funda,Yes,No,3.3,90,Brookefield,Quick Bites,NA,North Indian,300,Delivery
7567,Chaat Bazaar,Yes,No,3.7,34,Whitefield,Quick Bites,NA,Street Food,300,Delivery
7568,The Farm House Bar n Grill,No,No,3.7,34,Whitefield,"Casual Dining, Bar",NA,"North Indian, Continental",800,Delivery
7569,Odisha Platter,Yes,No,3.8,294,Marathahalli,Quick Bites,"Mutton Thali, Mutton Curry, Veg Thali",Oriya,350,Delivery
7570,Goli Vada Pav No 1,Yes,No,3.7,188,Brookefield,Quick Bites,"Sabudana Vada, Kulfi, Schezwan Vada Pav, Ginger Tea",Street Food,200,Delivery
7571,Desi Bites,Yes,No,3.9,79,Marathahalli,Quick Bites,Paratha,North Indian,250,Delivery
7572,Keventers,Yes,No,3.6,63,"ITPL Main Road, Whitefield","Beverage Shop, Dessert Parlor","Milk Shake, Thick Shakes","Desserts, Beverages, Ice Cream",400,Delivery
7573, Biryani Central,Yes,No,2.7,135,Marathahalli,Casual Dining,"Hyderabadi Biryani, Mutton Biryani, Dal Fry","Biryani, Mughlai, Chinese, North Indian",550,Delivery
7574,Bangalore Mandarin,Yes,No,4.2,764,Whitefield,Casual Dining,"Singapore Noodles, Kung Pao Chicken, Mixed Fried Rice, Corn Fritters, Clear Soup, Fish, Rice Noodles","Chinese, Seafood",1100,Delivery
7575,Masala Chai,Yes,No,4.1,191,Whitefield,"Beverage Shop, Quick Bites","Masala Chai, Sandwiches, Samosa, Masala Tea, Ice Tea, Bombay Sandwich, Chicken Mayo Sandwich","Beverages, Fast Food, Tea",250,Delivery
7576,Chatpata India,Yes,No,3.9,100,Whitefield,Food Court,"Chaat, Raj Kachori",North Indian,400,Delivery
7577,Olivers Pub & Diner,Yes,Yes,3.9,539,Whitefield,"Pub, Casual Dining","Pizza, Beer, Cocktails, Nachos, Pasta, Moo Burger, Noodles","Finger Food, American, Continental, Burger, Pizza",1500,Delivery
7578,Shake The Shake,Yes,No,0,0,Whitefield,Quick Bites,NA,Juices,200,Delivery
7579,Biriyani Zone,Yes,No,3.9,1618,Whitefield,Casual Dining,"Plain Rice, Hyderabadi Biryani, Panneer Butter Masala, Mutton Biryani, Tandoori Chicken, Chicken Boneless Biryani, Vegetable Biryani","Biryani, North Indian, Chinese, Seafood",800,Delivery
7580,New Punjabi Tasty Khana,Yes,No,3,177,Whitefield,Quick Bites,"Laccha Paratha, Butter Naan, Roti, Vegetable Biryani","North Indian, Biryani, Chinese",400,Delivery
7581,Desi Khana,Yes,No,0,0,Whitefield,Quick Bites,NA,"North Indian, Chinese",300,Delivery
7582,Glens Bakehouse,Yes,Yes,4.2,794,Whitefield,"Bakery, Cafe","Pizza, Cheesecake, Pasta, Risotto, Chicken Burger, Sandwich, Hot Chocolate","Bakery, Cafe, Italian, Desserts",600,NA
7584,Chin Chin by The Biere Club,Yes,Yes,4.2,263,Whitefield,Casual Dining,"Wheat Beer, Cocktails, Singapore Noodles, Mushroom Dumpling, Dumplings, Spring Roll, Pork Ribs",Asian,1500,Delivery
7585,Stoner,Yes,No,4.3,544,Whitefield,"Dessert Parlor, Cafe","Burgers, Paan Ice Cream, Butter Chicken Pizza, Peri Peri Chicken Burger, Caramel Custard, Cheesecake, Hot Chocolate","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500,Delivery
7586,Cafe Xtasi,Yes,No,3,16,"Varthur Main Road, Whitefield","Takeaway, Delivery",NA,Pizza,150,Delivery
7587,NH8,Yes,Yes,4.1,471,Whitefield,Casual Dining,"Rasgulla, Dal Bati, Rajasthani Thali, Kachori, Churma, Jal-jeera, Rasmalai",Rajasthani,800,Delivery
7588,Cake Dilim,Yes,No,3.5,16,Whitefield,Dessert Parlor,NA,Bakery,400,Delivery
7589,Toscano,Yes,Yes,4.3,1017,Whitefield,Casual Dining,"Pizza, Pasta, Mocktails, Tiramisu, Salads, Cocktails, Sea Food","Italian, Salad",1500,Delivery
7590,Kerala Restaurant,Yes,No,3.4,66,Whitefield,Quick Bites,NA,"Kerala, Biryani",450,Delivery
7591,Real Fresh Dosa Corner,Yes,No,4.2,253,Brookefield,Quick Bites,"Plain Dosa, Palak Dosa, Mushroom Dosa",South Indian,200,Delivery
7592,Tall Blonde French,Yes,No,3.7,81,Brookefield,Quick Bites,"French Fries, Peri Peri Fries",Fast Food,400,Delivery
7593,Lashiwalla,Yes,No,2.9,14,Marathahalli,Beverage Shop,NA,"Beverages, Juices",100,Delivery
7594,Momo Mania,Yes,No,3.9,26,Brookefield,Quick Bites,NA,"Momos, Fast Food",300,Delivery
7595,Gowri Gajanand Sweets,Yes,No,4,63,Brookefield,Sweet Shop,NA,"Mithai, Street Food",300,Delivery
7596,Sri Sai Bhavan,Yes,No,3.6,37,Brookefield,Quick Bites,NA,South Indian,300,Delivery
7598,Shake It Off,Yes,No,3.9,52,Brookefield,Beverage Shop,NA,"Beverages, Fast Food",600,Delivery
7600,Madhus Tandoori Kitchen,Yes,No,3,17,Marathahalli,Quick Bites,NA,"North Indian, Chinese, Biryani",350,Delivery
7601,New Tandoori Point,Yes,No,2.4,56,Marathahalli,Casual Dining,"Biryani, Tandoori Chicken","North Indian, Chinese",600,Delivery
7602,East Delicious,Yes,No,4,497,Marathahalli,Casual Dining,"Noodles, Momos, Chicken Dumplings, Chicken Momo, Chowmein, Honey Chilli Potatoes, Thukpa","Chinese, Thai",600,Delivery
7603,Rolls Plaza,Yes,No,3.7,61,Marathahalli,Quick Bites,"Rolls, Rice, Biryani","Fast Food, Chinese, Rolls",200,Delivery
7605,Habib Shaheb Kolkatta Katti Rolls,Yes,No,3.3,4,Whitefield,Quick Bites,NA,"Rolls, Chinese",200,Delivery
7607,The Belgian Waffle Company,Yes,No,3.9,48,Brookefield,Dessert Parlor,NA,Desserts,250,Delivery
7610,Suchithra Biryani House,Yes,No,4,388,Marathahalli,Casual Dining,"Chicken Guntur, Hyderabadi Biryani, Ghee Roast Biryani, Chicken Dum Biryani, Chicken Boneless Biryani, Vegetable Biryani, Raita","Andhra, Biryani, North Indian",500,Delivery
7611,Andhra Mess,Yes,No,2.8,17,Brookefield,Mess,NA,"Andhra, Biryani, Chinese",400,Delivery
7612,Waffle Stories,Yes,No,3.6,13,Marathahalli,Dessert Parlor,NA,Desserts,300,Delivery
7613,Sea Pot,Yes,No,3.5,9,Marathahalli,Casual Dining,NA,"Seafood, North Indian",800,Delivery
7614,Hind Ka Chulah,Yes,No,3.7,204,Marathahalli,Food Court,"Biryani, Tandoori Chicken, Tandoori Roti, Chicken Tikka, Paratha, Salad, Raita","North Indian, Biryani",600,Delivery
7615,Vegtaurant,Yes,No,3.7,88,Whitefield,Quick Bites,Paratha,"North Indian, Chinese",300,NA
7617,Ramdev Sagar,Yes,No,3.9,39,Brookefield,Quick Bites,NA,"South Indian, Chinese, Street Food",250,Delivery
7618,Kapoors Cafe,No,No,4.2,2992,Whitefield,Casual Dining,"Paratha, Matka Lassi, Rabri, Masala Soda, Chaach, Veg Kolhapuri, Punjabi Lassi",North Indian,800,Delivery
7619,Eat And Be Fit,Yes,No,0,0,Whitefield,Quick Bites,NA,"Biryani, Rolls, North Indian",250,Delivery
7620,The Dhaba,No,Yes,2.7,442,Marathahalli,Casual Dining,"Paratha, Vegetarian, Makke Ki Roti, Curd Rice, Chicken Biryani, Malai Kofta, Sweet Lassi",North Indian,900,Delivery
7623,Bhagini IRIS,No,No,3.6,115,Whitefield,Casual Dining,"Biryani, Tandoori Chicken, Curd Rice, Kalmi Kebab, Chilli Chicken, Chicken Tikka Masala","North Indian, Chinese",600,Delivery
7624,Bhagini Kitchen And Bar,No,No,3.8,35,Marathahalli,"Casual Dining, Bar",Biryani,"Andhra, South Indian, Chinese, North Indian",1100,Delivery
7625,Whats Ap,No,No,3.3,6,Whitefield,Casual Dining,NA,Andhra,800,Delivery
7626,Pulla Reddy Sweets,No,No,3.7,28,Whitefield,Sweet Shop,NA,Mithai,250,Delivery
7627,Apsara Ice Cream,No,No,4,90,Whitefield,Dessert Parlor,Guava Ice Cream,"Ice Cream, Desserts",200,Delivery
7628,Ashirvad Veg,No,No,3.4,9,Marathahalli,Quick Bites,NA,South Indian,300,Delivery
7630,Sai Foods,No,No,4.1,122,Marathahalli,Quick Bites,"Paratha, Veg Thali, Chole Bhature, Gulab Jamun, Lassi, Dal Fry, Roti",North Indian,200,Delivery
7631,Kabab Mirchi,No,No,3.4,46,Whitefield,Quick Bites,"Chicken Grill, Dal Fry, Arabian Grape Juice, Rumali Roti, Shawarma Roll","North Indian, Mughlai, Chinese",350,Delivery
7632,Kitchen Online,No,No,3.3,6,Whitefield,"Takeaway, Delivery",NA,North Indian,300,Delivery
7633,Annapurna Bengali Restaurant,No,No,3.9,50,Whitefield,Casual Dining,"Fish Curry, Chicken Curry",Bengali,500,Delivery
7634,California Burrito,No,No,3.9,123,Whitefield,"Food Court, Quick Bites","Rice Bowl, Nachos, Rice Bowls, California Burrito, Burrito Bowl, Salads, Tacos","Mexican, Fast Food",400,Delivery
7635,Temptation,No,No,0,0,Whitefield,Quick Bites,NA,"North Indian, South Indian",300,Delivery
7636,Facebake,No,No,4,50,Marathahalli,Dessert Parlor,NA,"Desserts, Bakery",300,Delivery
7637,Chacha Ka Dhaba,No,No,0,0,Whitefield,Quick Bites,NA,"North Indian, Chinese",400,Delivery
7639,Odia By Nature,No,No,3.7,41,Marathahalli,Quick Bites,NA,Oriya,500,Delivery
7640,Food Point,No,No,3.2,167,Whitefield,Casual Dining,"Biryani, Paratha, Tandoori Chicken, Butter Chicken, Dal Makhani",North Indian,450,Delivery
7643,Oven Fresh,No,No,2.9,21,Whitefield,Quick Bites,NA,"Bakery, Fast Food",600,Delivery
7644,Sweet Chariot,No,No,2.8,34,Marathahalli,"Bakery, Dessert Parlor",NA,"Bakery, Fast Food",500,Delivery
7645,Lassi Xpress,No,No,3.4,7,"ITPL Main Road, Whitefield",Beverage Shop,NA,"Beverages, Sandwich, Desserts",200,Delivery
7646,Palar Restaurant,No,No,3.6,19,Marathahalli,Casual Dining,NA,"Andhra, North Indian",700,Delivery
7648,Wok With Chung,No,No,3.8,688,Marathahalli,Casual Dining,"Noodles, Drunken Chicken Wings, Chicken Satay, Golden Fried Prawns, Mushroom Manchurian, Spring Roll, Chop Suey","Chinese, Thai",1000,Delivery
7649,Hyderabad Cuisine Multicuisine Restaurant,No,No,3.7,198,Whitefield,Casual Dining,"Spring Roll, Butter Naan, Fish, Haleem, Panneer Butter Masala, Roti, Hyderabadi Chicken Biryani","North Indian, Chinese, Biryani",700,NA
7651,Biryani Lakhnawi,No,No,3.6,13,Marathahalli,Quick Bites,NA,"Lucknowi, Biryani",500,Delivery
7652,Bengaluru Square,No,No,3.5,25,Marathahalli,Quick Bites,NA,"Chinese, Beverages, Andhra",300,Delivery
7656,Hyderabad Cuisine,No,No,2.8,70,"Varthur Main Road, Whitefield",Casual Dining,"Kori Roti, Fish, Sea Food","Seafood, Biryani, Hyderabadi, North Indian",650,Delivery
7657,Kerala Kitchen,No,No,3.4,82,Marathahalli,NA,NA,"Kerala, North Indian, Chinese, Kebab",550,Delivery
7658,Ammis Biryani,No,No,2.1,342,Marathahalli,Quick Bites,"Chicken Guntur, Vegetable Biryani, Executive Chicken Biryani, Mutton Biryani, Hyderabadi Chicken Biryani","Biryani, North Indian",500,NA
7660,Prajwal The Restaurant,No,No,3.3,47,Marathahalli,Quick Bites,"Paratha, Thali",North Indian,300,Delivery
7661,Rayans Biryani,No,No,3.6,26,Marathahalli,Quick Bites,NA,"Andhra, Biryani, Beverages, Kebab",450,Delivery
7662,Oak Tavern,No,No,3.5,9,Whitefield,Casual Dining,NA,"Continental, North Indian",1000,Delivery
7663,Corprate Biriyani Adda,No,No,3,5,Whitefield,Casual Dining,NA,"North Indian, Chinese",500,Delivery
7664,Saha Cabin Bengali Hotel,No,No,3.4,5,Whitefield,Quick Bites,NA,Bengali,300,Delivery
7668,Karavalli Food Court,No,No,3.2,4,Whitefield,Casual Dining,NA,South Indian,400,Delivery
7669,Cafe of Joy,No,No,3.7,51,Whitefield,Casual Dining,"Breads, Cappuccino, Cheesecake",Continental,600,Delivery
7671,Nawabi Handi,No,No,3.4,23,Whitefield,Quick Bites,NA,"Biryani, Hyderabadi, North Indian",350,Delivery
7672,Baba Fattoosh,No,No,3.6,14,Whitefield,Delivery,NA,North Indian,300,Delivery
7673,Andhra Box,No,No,3.2,4,Marathahalli,Quick Bites,NA,"Andhra, Biryani, Chinese",400,Delivery
7675,Rara Avis,No,No,3.6,9,"Varthur Main Road, Whitefield","Takeaway, Delivery",NA,"Kerala, Seafood, Biryani, Desserts",400,Delivery
7677,Kabab Ghar,No,No,3.2,4,Whitefield,"Takeaway, Delivery",NA,"Biryani, North Indian, Kebab",600,Delivery
7678,NawabEKhana,No,No,3.1,6,Whitefield,Quick Bites,NA,"North Indian, Biryani",500,Delivery
7681,Kerala Mess,No,No,3.2,8,Marathahalli,Mess,NA,"Kerala, Chinese, South Indian",300,Delivery
7682,Wish Pot,No,No,3.4,8,Whitefield,"Takeaway, Delivery",NA,"North Indian, Continental",300,Delivery
7683,Delhiciouss,No,No,3.7,24,Whitefield,Quick Bites,NA,"North Indian, Sandwich",300,Delivery
7684,Swad E Punjab,No,No,3.4,6,Whitefield,Casual Dining,NA,North Indian,600,Delivery
7685,Shanghai Times,No,No,3.4,9,Whitefield,Quick Bites,NA,Chinese,400,Delivery
7686,ReadyBowl,No,No,3.4,32,Whitefield,Delivery,Gongura Chicken Biryani,"Andhra, South Indian, North Indian, Biryani",400,Delivery
7687,Kailash Parbat,No,No,2.6,84,Whitefield,Food Court,"Chaat, Gulab Jamun, Raj Kachori, Chole, Bhel Puri, Biryani, Veg Thali",North Indian,400,NA
7689,Hello Curry,No,No,2.8,58,Marathahalli,NA,"Butter Chicken, Kadai Paneer, Raita, Vegetable Biryani, Paneer Makhani, Dal Makhani","North Indian, Biryani, Mughlai",600,Delivery
7710,RICE BAR,No,No,3,10,Marathahalli,Delivery,NA,"North Indian, Biryani",500,Delivery
7713,Deccan Spice,No,No,3.4,10,Marathahalli,"Takeaway, Delivery",NA,"Andhra, North Indian",600,Delivery
7716,Sweet Alley,No,No,3.4,6,Marathahalli,"Takeaway, Delivery",NA,Desserts,400,Delivery
7719,Indian Highway Restaurant,No,No,3.2,10,Marathahalli,Quick Bites,NA,"North Indian, Chinese, Fast Food",400,Delivery
7722,Delicious Desserts,No,No,3.5,10,Whitefield,Delivery,NA,Desserts,750,Delivery
7734,Chashni Sweets,No,No,3.4,8,Whitefield,Sweet Shop,NA,"Mithai, Street Food",200,Delivery
